NIC;TEX;HOU;FUE;FOO;ALC;TOB;CLO;DUR;TRA;SER;OGM;AGE;OCC;ECP;NOP;NGW
98.598;94.619;8.475;8.39;26.655;8.533;13.351;6.076;1.105;4.02;2.182;15.832;56;6;10;5;105.21
126.999;140.165;8.077;5.878;33.71;24.228;4.268;17.236;5.805;21.771;7.337;11.855;47;6;2;5;193.4
107.501;144.75;6.279;1.441;29.835;3.025;2.3;31.285;8.821;49.531;5.15;7.083;46;6;1;4;56.548
31.21;36.024;3.23;4;13.605;0;3.465;.095;1.699;1.786;3.613;4.531;70;10;6;2;0
34.59;40.444;6.987;1.462;17.122;3.063;0;3.34;.084;4.479;1.736;2.171;70;10;6;2;0
104.536;66.575;4.274;1.282;11.534;4.198;0;8.495;.094;13.89;17.877;4.931;25;3;2;2;132.115
49.293;40.41;9.141;2.219;10.609;0;3.955;.55;5.603;.5;5.747;2.086;63;4;2;2;57.809
25.481;78.846;9.186;1.153;7.112;0;0;1.825;.213;.11;.712;58.535;78;11;8;1;0
69.852;54.073;8.63;1.852;17.015;.53;8.265;5.323;.221;3.194;4.732;4.311;57;6;2;2;97.32
63.29;37.758;7.215;1.344;10.867;0;2.39;4.75;.747;2.545;.16;7.74;32;4;10;3;49.74
48.799;54.64;9.23;4.23;9.978;18.035;6.887;.36;0;0;3.845;2.075;34;6;2;1;84.91
10.12;22.578;6.755;7.567;7.257;0;0;0;0;0;.854;.145;66;10;6;1;0
78.782;48.42;5.383;2.037;20.968;2.17;0;.555;.402;7.562;3.627;5.716;39;2;2;4;97.446
41.857;36.66;8.66;2.075;11.197;5.72;2.4;.35;.624;.31;1.501;3.823;63;4;2;2;58.05
65.798;96.131;16.692;4.27;44.716;3;4.41;9.904;.271;7.251;4.184;1.433;29;7;2;3;67.577
58.782;53.377;10.659;3.504;12.768;1.855;2.063;2.52;1.122;11.87;2.743;4.273;26;6;2;3;81.04
54.055;35.336;5.41;1.703;14.456;2.649;2.895;.49;.182;.12;4.923;2.508;66;10;6;2;37.91
57.857;51.354;2.739;2.115;7.817;.85;4.835;4.14;.995;10.08;3.389;14.394;24;6;2;3;71.68
21.187;18.993;1.21;.969;9.182;.575;.45;2.13;0;0;2.095;2.382;69;10;6;1;0
86.246;76.499;7.52;1.78;21.725;2.931;8.931;16.835;4.317;3.188;3.592;5.68;54;5;3;3;108.54
20.92;19.039;6.435;1.06;7.505;.69;0;.16;0;0;1.414;1.775;82;11;8;1;0
59.629;91.907;8.592;1.579;17.424;4.55;7.79;3.465;1.371;34.664;5.246;7.226;64;11;8;2;20
19;13.143;5.65;.427;4.647;0;0;0;.475;0;1.664;.28;83;11;8;1;0
58.984;76.323;12.775;1.988;16.531;1.703;5.917;18.627;2.158;9.647;1.123;5.854;24;6;2;3;75.91
27.251;77.514;3.94;11.98;22.361;2.415;1.675;22.945;0;3.375;4.847;3.976;52;11;9;2;34.05
47.669;77.062;22.1;4.677;25.907;4.26;.495;.125;.27;6.241;5.014;7.973;40;2;1;6;0
59.65;54.855;6.037;1.053;21.984;7.61;4.72;1.745;0;7.702;2.064;1.94;46;6;2;2;75.44
53.25;35.703;7.818;1.809;13.074;2.5;5.005;.3;3.2;0;1.319;.678;34;6;2;4;67.53
77.151;61.477;10.837;3.335;11.193;4.44;1.775;11.39;2.425;6.818;4.132;5.132;49;2;2;2;103.481
94.52;107.818;6.96;2.805;18.17;3.305;2.703;19.77;44.799;.967;3.398;4.941;42;6;2;3;128.437
144.889;125.465;6.59;5.754;33.157;24.63;13.04;0;0;23.346;1.923;17.025;47;6;2;8;206.546
77.52;106.272;6.518;3.849;23.702;22.965;16.97;8.525;1.5;6.959;9.079;6.205;47;6;2;4;159.654
30.68;30.22;6.75;3.203;12.34;2.78;.595;0;0;1.708;2.008;.836;67;10;6;2;0
50.72;38.869;6.72;3.141;19.89;2.03;0;0;.35;1.15;2.379;3.209;80;10;6;3;0
43.019;41.352;6.314;3.047;15.259;0;8.212;0;1.604;2.296;.502;4.118;28;5;4;4;46.509
51.212;50.078;7.035;3.382;22.296;3.904;1.728;.675;.125;2.722;3.028;5.183;62;7;2;2;75.91
16.072;52.548;15.092;2.926;16.819;1.619;0;6.23;0;1.802;4.387;3.673;38;0;10;4;0
62.878;39.095;12.338;2.625;10.839;.855;0;2.387;1.219;3.03;2.15;3.652;29;6;2;3;70.736
156.826;169.662;11.454;3.403;48.804;17.695;16.588;24.095;5.28;5.656;9.229;27.458;45;6;2;6;202.281
24.068;18.329;5.142;2.288;6.738;0;0;0;1;0;2.873;.288;74;8;3;2;8.096
59.147;59.849;13.245;2.537;13.786;.37;1.175;15.235;1.577;.019;5.792;6.113;34;1;3;4;31.43
32.052;32.593;5.131;4.338;10.95;1.785;1.128;3.35;1.2;.375;2.213;2.123;68;10;6;2;0
30.597;45.501;7.82;4.305;14.413;1.565;1.35;9.448;.834;.476;2.578;2.712;67;10;6;2;0
72.692;73.067;12.908;1.413;13.321;3.466;0;15.326;.144;3.072;7.702;15.715;30;5;2;3;84.944
91.036;76.119;12.087;2.157;13.839;16.418;0;13.845;.869;.019;1.302;15.583;27;4;2;2;121.078
53.753;36.259;8.308;5.971;10.328;.913;5.127;0;.24;1.05;1.804;2.518;24;4;2;2;64.871
80.95;75.452;4.676;4.861;22.651;13.198;6.673;6.75;1.5;8.141;3.228;3.774;61;7;2;3;107.796
109.353;89.64;9.954;3.804;22.565;2.563;5.83;7.995;12.731;5.129;6.721;12.348;38;6;2;4;114.039
110.538;87.97;7.389;4.721;27.341;11.64;2.115;13.25;.73;7.166;.962;12.656;33;2;1;4;0
61.735;54.237;4.779;1.059;10.552;7.893;.953;8.445;4.25;.74;11.134;4.432;57;11;9;2;6.43
95.338;183.998;11.417;8.566;22.122;2.905;0;17.835;107.343;6.2;3.49;4.12;58;2;2;2;119.846
54.526;34.137;10.254;2.362;5.219;1.925;.941;0;.11;1.25;10.761;1.315;65;11;8;1;0
65.82;71.912;8.613;2.205;9.349;.81;1.473;1.475;13.126;22.224;7.817;4.82;63;2;10;2;18
39.668;28.312;7.77;1.28;11.186;.5;0;2.395;.058;0;2.698;2.425;73;11;8;2;0
55.29;38.194;7.035;2.054;15.272;.775;.35;0;0;6.549;4.596;1.563;84;10;6;2;51.6
20.633;13.811;1.265;1.366;8.79;0;0;0;.096;0;1.546;.748;81;11;8;1;0
73.273;50.433;12.017;2.147;13.086;0;0;1.28;3.069;12.773;3.471;2.59;29;6;2;4;73.401
21.573;16.215;8.795;.6;4.853;0;0;.125;.058;0;.849;.935;83;11;8;1;0
127.814;82.172;9.794;4.898;17.487;21.995;11.335;2.125;1.508;7.158;2.416;3.456;56;4;2;2;48.19
27.069;16.024;7.575;.726;4.934;0;1.575;0;.029;.5;.187;.498;79;10;6;1;0
114.073;122.807;9.332;6.346;28.317;1.3;3.72;10.428;3.671;33.63;12.68;13.383;42;2;2;4;140.05
50.058;33.9;4.865;2.682;8.246;0;0;3.75;2.756;2.508;7.127;1.966;71;4;3;2;5
85.723;84.217;12.984;2.894;29.198;1.375;1.645;.99;2.647;14.366;4.911;13.207;39;6;2;4;88.901
81.708;77.559;16.139;4.989;23.46;6.835;.97;13.02;2.523;1.576;5.201;2.846;62;1;2;2;86.423
105.979;93.018;14.685;15.846;25.777;1.313;0;8.649;5.164;3.29;3.467;14.827;48;1;2;5;110.89
210.971;245.738;4.528;7.912;54.969;25.528;9.563;44.835;18.365;50.891;13.162;15.985;51;7;2;7;250.09
115.338;129.918;7.689;6.575;22.746;22.875;11.13;3.653;0;40.989;6.942;7.319;64;6;2;4;179.898
70.553;65.588;5.218;7.482;23.21;11.767;8.554;0;.875;3.091;3.01;2.381;65;10;6;3;55.096
23.15;17.122;7.576;5.922;2.76;0;0;0;0;0;.161;.703;66;11;8;1;0
121.243;154.64;6.588;3.031;29.976;19.82;3.29;8;1.776;60.654;11.152;10.353;71;10;6;3;115.964
40.042;31.024;5.63;1.753;14.218;1.57;2.015;0;.077;2.15;2.118;1.493;63;7;2;1;59.51
32.128;35.306;7.09;3.925;14.49;1.32;4.49;0;.05;0;2.021;1.92;76;10;6;2;0
37.545;44.598;4.53;5.632;11.622;.435;5.035;0;.494;11.067;2.177;3.606;28;7;2;3;39.91
88.881;90.222;9.625;7.318;21.024;.61;0;6.9;24.201;6.863;2.659;11.022;37;6;2;5;101.02
154.106;59.102;19.981;1.814;21.086;2.65;0;0;2.548;2.24;6.433;2.35;63;2;2;2;210.15
133.649;158.427;19.318;15.316;6.56;0;2.095;9.645;2.38;76.756;7.369;18.988;43;1;2;2;80.885
57.006;53.845;7.838;1.586;11.326;3.19;0;3.613;5.748;12.657;2.758;5.129;54;7;2;2;70.745
53.905;33.348;6.731;1.388;13.236;0;0;0;.096;5.946;4.471;1.48;67;2;1;2;0
32.3;25.746;1.629;3.67;10.064;.94;0;3.05;0;.769;3.544;2.08;54;7;2;2;44.67
58.689;47.361;9.45;6.041;13.587;2.945;4.229;1;.186;2.241;4.089;3.593;61;6;2;2;80.361
76.109;84.276;11.449;3.09;15.022;7.266;2.178;10.95;12.108;2.867;5.558;13.788;23;6;2;2;98.13
58.849;32.263;11.036;1.246;6.159;2.47;0;0;8;0;.194;3.158;24;6;10;1;72.77
30.655;24.604;9.847;1.218;6.663;1.895;.24;0;.115;2.642;.154;1.83;65;10;6;1;0
91.759;237.906;14.077;3.438;26.218;3.565;4.52;7.98;150.502;8.631;6.001;12.974;55;2;2;3;108.753
36.03;47.752;6.964;4.34;13.741;0;.5;10.813;0;3.005;1.431;6.958;68;10;6;2;0
31.297;64.72;5.359;1.162;5.995;16.4;0;3.056;3.915;3.461;2.892;22.48;33;2;1;2;0
72.616;95.034;4.23;4.171;32.334;0;7.291;6.888;17.01;4.793;4.551;13.766;45;7;2;6;76.536
95.219;112.811;14.447;2.821;30.571;6.44;1.865;4.935;1.35;35.208;4.778;10.396;41;1;2;4;92.507
48.455;52.29;1.317;2.085;11.98;0;5.34;4.125;7.617;4.383;2.386;13.057;39;7;2;4;75.5
84.181;70.188;13.436;2.354;17.863;1.491;0;.11;1.597;17.579;7.358;8.4;38;3;2;3;93.52
62.319;31.289;9.265;1.395;5.53;1.58;0;0;.315;4.864;.75;7.59;34;4;2;1;71.55
61.464;104.197;4.734;21.467;31.99;0;1.485;4.895;5.048;27.304;1.834;5.44;44;7;2;4;61.29
88.69;96.483;9.954;1.682;14.004;2.975;4.5;4.39;18.099;14.455;22.691;3.733;24;6;2;2;126.253
31.668;25.194;5.21;2.731;8.192;5.93;.69;.26;0;0;.598;1.583;78;10;6;2;0
89.468;88.394;8.408;1.931;15.131;16.74;9.305;12.005;8.621;9.068;3.155;4.03;26;7;4;2;102.51
42.898;67.02;5.665;6.192;19.187;6.3;0;2.64;2.831;17.364;1.012;5.829;39;7;2;4;47.26
30.75;27.253;1.785;7.907;9.024;0;1.305;3.45;.095;0;1.546;2.141;73;10;6;2;0
39.441;40.093;1.248;5.99;15.1;0;0;4.46;.096;8.651;3.153;1.395;54;7;2;2;44.22
83.112;87.378;7.548;1.759;19.177;6.405;4.82;14.031;5.355;15.066;3.921;9.296;36;6;4;4;95.385
22.167;33.846;4.584;6.038;11.147;3.585;.57;2.075;.193;0;1.801;3.853;71;11;8;1;0
43.264;39.079;12.098;2.984;17.405;0;0;0;.103;0;2.209;4.28;81;11;8;3;0
45.258;35.015;5.418;3.538;8.498;4.275;3.81;2.469;.562;2.5;1.914;2.031;68;10;6;2;30.65
71.922;45.642;4.073;4.158;12.587;8.125;1.383;2.902;.45;7.013;.564;4.387;20;7;2;2;78.81
90.572;62.475;7.217;2.68;17.099;2.915;.525;5.21;.096;15.653;6.325;4.755;29;6;2;3;111.27
96.395;54.783;10.332;2.583;11.54;.225;0;.635;.366;23.796;1.583;3.723;31;1;2;2;122.987
75.32;70.513;5.329;1.539;34.968;9.265;5.443;0;2.843;2.146;3.717;5.263;60;7;2;3;104.05
38.328;32.752;5.141;2.123;9.972;2.975;1.328;0;2.068;.53;5.976;2.639;72;10;6;2;0
58.984;49.408;6.947;1.711;9.845;2.4;0;3.175;.417;20.196;2.971;1.746;55;6;2;2;75.439
108.508;107.129;15.705;5.004;32.991;3.3;0;12.42;6.183;5.871;6.22;19.435;55;1;2;4;134.549
79.663;74.933;15.046;2.385;10.193;6.025;.44;20.945;.198;9.664;2.66;7.377;33;4;2;4;87.579
64.23;47.794;11.996;2.176;13.744;3.33;0;8.245;.27;.11;4.017;3.906;79;10;6;2;0
63.073;63.202;12.178;1.537;21.899;0;0;.76;4.543;7.611;4.338;10.336;68;10;6;2;0
80.262;94.15;11.538;0;14.541;6.505;10.43;6.99;13.53;9.054;2.872;18.69;22;1;2;2;119.26
41;51.422;5.769;0;6.76;2.02;.66;5.285;19.288;4.084;1.476;6.08;23;1;2;1;56.76
145.998;83.632;14.516;.938;22.944;2.483;4.007;4.075;10.367;12.539;4.262;7.501;54;3;3;5;172.843
89.349;126.948;9.207;2.981;10.655;2.605;1.998;3.5;82.224;8.023;3.69;2.065;21;4;2;2;108.224
33.658;34.351;2.74;3.857;12.646;0;2.665;3.57;2.515;.6;1.614;4.144;68;10;6;2;0
49.411;35.181;6.678;2.508;11.959;0;0;4.05;1.17;2;2.676;4.14;81;11;8;2;44.469
61.623;61.967;7.883;11.529;15.985;0;3.44;1.89;3.315;.715;2.994;14.216;48;8;2;3;70.26
84.233;70.877;9.193;3.39;18.556;6.62;0;1.575;4.823;14.921;5.986;5.813;28;3;3;2;103.608
52.558;28.171;16.335;2.065;5.59;0;0;0;.088;0;3.678;.415;77;10;6;2;0
19.761;29.573;3.91;1.161;7.456;0;0;8.82;.077;.81;3.694;3.645;60;10;6;1;0
38.397;66.531;7.91;3.32;18.828;9.945;2.628;3.4;5.99;6.397;4.232;3.881;45;6;1;5;0
69.692;60.233;6.94;3.317;15.522;3.245;7.166;.12;.386;16.08;3.594;3.863;42;1;2;5;90.774
51.532;39.74;6.818;4.618;15.692;1.668;1.015;.025;.943;2.37;3.126;3.465;40;11;9;5;26.615
67.128;265.581;7.703;2.732;19.961;1.875;2.298;26.975;.715;58.287;138.64;6.395;41;6;2;4;94.265
29.46;41.746;6.77;11.678;15.146;.64;3.16;0;.11;.25;1.194;2.798;77;10;6;2;0
40.12;36.695;1.588;3.502;16.171;.125;6.671;.52;1.529;1.87;.664;4.055;41;7;2;5;41.1
28.34;28.962;1.75;3.428;11.036;.18;1.156;6.435;2.425;.325;1.131;1.096;71;10;6;2;0
91.81;79.65;7.25;3.698;19.763;2.625;2.82;14.455;.846;16.777;6.881;4.535;57;2;2;2;128.32
77.718;62.717;9.26;1.767;14.033;6.955;0;3.605;3.875;7.712;5.679;9.831;36;1;2;5;93.785
40.924;32.781;7.46;3.498;13.067;1.47;0;.145;.077;2.955;2.165;1.944;27;7;2;4;46.5
41.2;29.917;3.67;2.577;15.249;0;1.815;.315;.234;0;2.029;4.028;79;10;6;2;0
68.426;62.603;8.16;1.11;9.94;0;5.91;2.615;11.365;16.119;.154;7.23;26;1;2;2;94.726
106.108;119.17;9.01;4.223;27.051;2.43;6.44;15.075;16.336;18.69;7.697;12.218;60;7;2;3;131.08
66.135;85.903;14.71;2.156;19.733;2.345;0;28.74;2.825;1.488;3.693;10.213;36;6;1;3;5.25
65.722;76.135;13.34;3.772;11.118;9.065;4.738;4.76;9.34;13.841;2.991;3.17;24;6;2;2;108.947
104.372;75.539;16.651;2.367;11.425;5.77;8.5;1.71;1.115;17.163;7.448;3.39;66;10;6;2;0
58.801;48.036;6.102;8.965;23.962;0;6.502;0;.795;0;.154;1.556;65;10;6;2;40.408
23.108;11.752;4.107;1.135;5.304;0;0;0;.055;0;.161;.99;78;10;6;1;0
50.312;54.418;4.259;9.4;16.232;1.91;1.59;10.205;.156;5.92;3.153;1.593;55;6;2;3;49.96
38.578;76.488;7.859;2.75;13.995;0;3.875;16.973;3.91;.943;6.042;20.141;28;4;2;3;39
36.088;58.524;13.128;2.084;20.583;0;0;2.41;1.836;0;10.878;7.605;62;2;1;2;0
26.066;20.842;1.742;3.475;9.756;0;0;3.91;.415;1;.239;.305;50;8;3;2;3
103.514;105.917;11.656;2.662;21.63;3.44;6.83;6.305;2.623;32.689;8.504;9.578;65;10;6;2;0
37.258;28.082;7.855;3.094;7.948;0;0;.14;.162;4.69;1.237;2.956;73;10;6;1;0
77.347;83.219;7.586;1.362;9.33;8.588;.973;11.95;13.569;17.694;2.254;9.913;27;6;2;2;95.75
37.256;36.132;9.934;1.861;11.661;0;1.297;.405;1.417;5.838;1.649;2.07;69;10;6;2;0
27.662;27.586;9.046;1.293;7.081;0;0;5.6;.158;1.6;2.328;.48;68;11;8;1;0
59.81;52.704;5.2;5.062;13.568;.91;0;6.021;.883;5.775;3.347;11.938;51;7;3;1;25.88
19.788;22.746;4.338;4.39;6.477;1.835;1.44;0;2.58;0;.661;1.025;81;10;6;1;0
53.524;27.662;3.297;1.689;11.531;.735;0;1.685;.509;2.185;.771;5.26;65;7;2;2;35.79
65.354;47.687;9.518;5.088;16.592;1.785;0;3.025;2.896;1.514;3.828;3.441;32;2;2;4;72.8
34.871;28.692;10.354;1.73;9.795;0;.855;0;.048;1.425;4.027;.458;77;10;6;2;0
107.366;64.774;13.267;4.049;17.875;7.58;0;6.08;2.372;2.482;5.274;5.795;37;2;2;3;139.421
64.373;43.518;7.4;4.034;11.796;7.475;6.76;.18;.153;2.892;.625;2.203;60;4;2;2;54.588
115.107;98.386;14.083;7.146;22.019;6.575;6.36;11.44;3.03;3.805;5.594;18.334;62;1;3;3;93.939
102.434;65.054;9.961;4.123;12.539;.35;0;5.178;12.997;.42;7.336;12.15;39;4;2;4;101.732
53.952;56.799;8.698;1.728;22.433;3.885;5.425;.135;.101;2.78;7.585;4.029;65;10;6;2;0
79.509;69.075;10.58;7.96;18.468;3.665;2.42;6.854;.115;9.422;5.848;3.743;49;7;2;2;93.219
106.28;78.189;10.01;3.473;31.439;1.09;.78;8.175;.308;15.796;4.191;2.927;40;6;2;5;118.909
34.327;31.045;9.013;1.508;6.733;2.52;0;0;.096;5.134;3.286;2.755;68;10;6;1;0
62.733;25.999;11.979;1.283;4.461;1.37;0;.5;.21;4.145;1.741;.31;40;1;2;1;74.132
50.114;47.806;6.887;2.173;17.227;0;.92;12.675;1.19;0;3.026;3.708;48;6;2;3;57.42
51.528;99.459;5.047;6.1;23.735;2.735;0;5.375;36.104;7.563;.404;12.396;29;6;2;3;64.63
69.606;82.963;20.114;1.173;17.353;9.895;2.34;6.619;2.58;5.476;1.593;15.82;37;7;2;4;75.15
36.232;22.095;4.232;1.274;10.167;0;0;.925;1.591;0;1.255;2.651;73;10;6;2;0
86.689;90.897;9.504;4.242;15.352;5.235;3.463;.5;.15;38.631;10.797;3.023;56;2;1;3;44.596
21.063;18.423;4.04;1.8;6.741;0;0;1.235;.077;0;2.575;1.955;75;10;6;1;0
54.339;77.872;15.577;0;6.936;.59;.825;3.723;.315;33.328;12.433;4.145;30;2;2;1;77.262
177.454;167.423;44.749;5.45;27.144;6.125;7.193;.25;4.638;9.01;44.414;18.45;62;1;3;4;58.909
13.513;64.977;13.769;1.846;22.195;6.655;.255;.67;.085;.84;14.877;3.785;56;1;1;3;0
88.601;48.565;20.523;2.495;11.435;0;3.05;2.725;.096;2.88;4.705;.656;67;7;5;2;60.273
42.897;49.807;8.057;.57;5.828;3.215;0;0;.196;.96;29.328;1.653;59;1;1;1;0
246.201;130.905;10.937;3.462;12.506;21.136;10.969;33.345;.505;22.442;10.944;4.659;60;10;7;4;219.095
41.5;35.228;6;.375;9.991;0;4.518;0;.75;.52;10.514;2.56;28;4;2;1;56.18
67.69;66.46;16.468;1.215;31.505;9.675;0;0;1.662;3.636;2.039;.26;27;1;2;1;91.092
51.872;26.667;4.596;1.215;8.145;3.11;.9;.1;.327;4.616;2.973;.685;21;2;2;1;68.269
42.761;29.5;14.498;3.769;8.369;0;0;0;.096;0;2.768;0;95;11;8;1;0
62.544;41.945;7.99;2.445;17.187;4.355;3.561;.35;0;1.54;2.734;1.783;79;10;6;2;65.58
44.65;25.091;10;1.328;6.46;0;1.575;.39;0;2.719;2.099;.52;29;8;2;1;69.78
74.131;76.4;4.87;3.345;14.319;9.37;3.028;20.095;3.707;4.445;10.586;2.635;70;10;6;2;105.78
35.28;67.448;10;1.483;8.631;2.75;0;21.8;.42;13.938;4.927;3.499;20;8;3;2;18
30.25;21.725;14.702;2.646;3.641;0;0;0;0;0;.311;.425;76;8;3;1;3.75
69.223;53.498;18.882;3.462;18.043;.495;0;0;.288;2.21;5.624;4.494;44;3;3;3;82.737
287.267;172.368;31.955;2.816;19.89;3.22;.345;11.45;8.92;31.213;51.219;11.34;62;2;2;2;354.846
19.823;78.199;20.479;2.308;4.435;0;0;.52;2.091;41.824;3.927;2.615;52;11;9;1;0
43.943;88.844;6.353;2.891;23.668;.6;7.2;14.715;.6;2.3;17.064;13.453;48;8;3;2;62.19
96.411;69.01;15;3.28;27.42;.33;.535;8.125;3.53;4.415;5.375;1;20;7;2;3;122.9
23.65;17.481;7.08;1.385;3.884;0;.34;1.995;0;0;2.252;.545;70;10;6;1;0
54.315;62.653;14.28;2.501;19.619;2.5;0;.57;.138;8.189;7.029;7.827;37;7;2;4;60.47
17.25;26.173;3.54;2.254;12.002;0;0;0;.077;1.6;4.55;2.15;76;10;6;1;0
101.647;222.508;93.153;5.406;37.181;3.87;.235;21.745;23.025;6.74;25.265;5.888;39;2;2;4;119.903
131.339;166.689;11.2;5.714;53.757;23.565;9.471;9.465;1.21;26.402;9.951;15.954;46;7;2;8;179.592
14.268;11.064;2.09;.662;6.404;0;0;0;.135;0;.893;.88;69;10;6;1;0
52.719;49.615;7.222;1.039;7.696;3.865;3.17;2.536;0;5.694;1.248;17.145;25;4;2;1;70.767
53.964;47.403;10;1.039;11.161;.385;0;1.145;3.775;7.078;5.08;7.74;29;1;2;1;78.539
98.036;62.48;6.308;2.845;23.357;.76;9.76;7.415;2.321;3.484;3.622;2.608;61;6;2;2;119.689
22.638;25.922;4.1;.65;6.085;0;0;10.525;.32;.65;1.554;2.038;65;10;6;1;0
83.083;70.337;5.827;3.519;23.753;2.665;7.53;3.99;.07;9.442;6.765;6.776;56;6;2;3;92.6
41.46;33.712;9;.408;7.6;4.98;1.62;.3;1.975;2.423;3.106;2.3;39;6;2;1;61.43
89.635;64.799;11.472;3.108;8.405;.63;3.24;.1;.292;30.969;3.045;3.538;29;3;2;2;106.268
50.749;97.447;14.088;3.077;32.04;3.205;2.03;26.84;.122;9.475;4.185;2.385;27;2;2;3;42
45.866;33.552;8.233;2.039;7.115;0;2.15;3.89;.413;3.959;2.333;3.42;70;4;3;1;30.02
30.65;39.156;10.75;3.424;11.706;.36;.236;3.125;.185;3.25;5.25;.87;36;7;2;3;27
65.805;45.561;7.2;2.575;12.982;7.15;5.081;.39;0;6.08;1.331;2.772;35;8;3;3;101.01
141.53;159.667;17.693;2.334;56.681;10.97;0;12.495;.192;31.16;18.707;9.435;53;2;1;5;128.333
31.79;39.006;9.293;2.918;20.841;0;0;1.045;.495;0;2.449;1.965;77;10;6;2;0
92.873;97.796;22.345;5.623;38.383;0;.5;0;.64;6.982;13.017;10.306;41;1;2;3;105.207
153.434;209.406;16.338;5.621;31.599;20.52;0;8.45;81.004;16.359;12.144;17.371;43;1;2;2;195.464
76.974;116.109;9.416;3.415;26.885;7.375;10.8;18.395;4.05;8.449;11.833;15.491;27;6;2;4;100.677
53.583;35.403;6.113;.821;10.826;.285;0;4.365;1.519;3.35;2.114;6.01;63;7;3;1;29.68
66.68;63.163;7.679;2.01;21.397;.72;6.44;6.695;1.739;4.31;1.919;10.254;26;8;2;3;92.7
65.852;90.632;8.975;.743;23.751;22.61;3.625;2.325;6.34;3.63;15.904;2.729;39;7;2;3;90.52
44.622;51.881;9.095;1.231;15.711;3.04;0;.625;12.015;.65;2.686;6.828;30;11;9;2;0
39.206;55.532;12;1.934;8.149;2.275;1.64;0;8.11;4.589;16.385;.45;26;1;2;1;57.692
58.693;180.955;8;1.742;33.153;0;12.303;2.975;95.215;2.48;2.242;22.845;26;7;2;4;86.93
46.858;106.606;12.969;2.35;27.471;11.98;6.313;22.19;3.713;4.495;7.617;7.508;61;6;2;2;76.73
161.955;178.778;42.307;3.032;13.452;11.05;6.665;5.94;80.091;2.635;4.19;9.416;49;2;2;2;220.059
150.163;91.358;11.175;2.361;13.732;1.62;0;9.558;11.6;19.737;6.747;14.828;25;3;2;2;141.002
27.06;35.565;7.671;1.533;8.251;2.82;2.285;2.865;5.721;.24;2.113;2.066;69;7;3;1;13.74
86.681;119.714;9.692;5.285;27.511;7.36;7.358;23.525;9.394;18.135;8.834;2.62;28;4;4;4;89.718
140.397;172.12;13.23;3.354;27.725;0;0;4.25;6.163;100.998;8.869;7.531;43;11;9;6;167.122
73.977;48.966;20.769;1.612;13.002;0;0;.855;.592;3.682;5.859;2.595;24;1;2;2;106.946
50.59;67.872;17.862;8.808;22.767;6.25;3.635;0;.075;.115;2.672;5.688;26;7;1;2;0
109.116;71.719;8.205;2.228;21.46;1.665;0;1.375;11.112;13.413;6.108;6.153;31;1;2;2;155.459
52.337;46.923;10.53;2.75;11.916;.48;6.16;0;0;8.874;3.585;2.628;61;8;2;2;64.187
67.596;57.437;13.812;2.123;15.626;0;0;0;.096;2.47;15.127;8.183;66;10;6;2;0
110.534;109.275;19.364;4.851;29.302;0;0;15.4;.273;25.715;7.075;7.295;48;2;2;4;119.446
125.417;104.523;14.062;3.231;16.102;16.23;1.985;8.515;.719;25.771;13.084;4.824;31;7;2;3;147.5
61.231;69.789;16.8;2.308;16.058;.885;.74;2.895;3.035;20.786;2.346;3.936;30;6;10;4;68.78
94.152;91.249;8.47;12.125;29.168;12;4.065;7.5;4.013;10.645;1.835;1.428;49;8;3;3;112.536
104.93;100.748;19.75;5.154;28.494;8.91;5.918;7.235;7.194;6.33;7.287;4.476;36;7;2;4;131.16
20.415;15.538;5.48;3.696;4.351;0;0;0;0;0;1.021;.99;75;10;6;1;0
92.976;71.873;10.626;3.648;18.487;.63;.43;13.83;.259;15.166;2.866;5.931;33;2;2;4;107.088
65.628;64.03;10.16;3.335;19.529;3.76;7.134;2.23;.615;6.27;6.874;4.123;64;4;10;2;43.744
107.724;106.706;12.599;2.539;35.665;5.71;3.375;2.87;1.723;25.622;9.48;7.123;52;6;2;3;137.798
120.733;193.651;8.1;5.131;30.564;4.615;2.243;40.63;68.553;10.594;10.903;12.318;43;5;2;4;165.825
19.038;17.266;1.86;1.42;4.838;0;0;6.345;.115;0;2.143;.545;76;10;6;1;0
21.5;19.035;1.67;4.02;8.589;0;0;.15;.43;0;2.157;2.019;69;11;8;1;0
22.435;20.746;7.9;2.286;4.808;1.63;1.365;0;.258;0;1.764;.735;72;10;6;1;0
44.469;43.034;11.5;4.379;17.156;.84;0;0;.096;4.139;2.544;2.38;65;2;1;2;0
52.45;55.32;9.68;6.279;19.513;3.5;7.736;2.5;.422;3.315;1.507;.868;24;7;2;4;68
77.478;46.163;8.735;7.279;15.722;.966;1.705;.75;0;6.886;3.14;.98;55;6;2;2;103.07
22.25;18.083;10.59;.546;3.832;0;.92;0;.287;0;1.13;.778;72;10;6;1;0
54.49;77.927;18.689;1.31;6.895;0;1;8.69;0;31.833;2.245;7.265;36;2;2;1;80.894
21.679;22.835;10.53;.895;5.981;0;0;.175;1.925;.5;1.404;1.425;67;10;6;1;0
69.054;69.036;2.905;8.242;23.76;20.15;4;.16;.032;3.885;4.472;1.43;56;11;9;3;62.056
63.385;51.301;9.811;4.993;20.946;.225;2.863;5.117;.202;.615;4.758;1.771;36;7;2;5;69.475
