NIC;TEX;HOU;FUE;FOO;ALC;TOB;CLO;DUR;TRA;SER;OGM;AGE;OCC;ECP;NOP;NGW
64.622;102.746;12.323;3.219;11.39;3.94;5.292;.175;.321;34.37;7.293;24.423;74;10;6;2;0
76.115;85.302;18.215;3.352;29.37;0;0;2.245;3.177;16.008;1.392;11.543;24;1;4;2;103.583
27.63;15.243;4;5.006;4.948;.28;0;0;.029;0;.135;.845;79;11;8;2;0
37.432;32.515;9.192;6.877;10.165;.39;0;.675;.526;.255;1.407;3.028;68;8;3;1;20.09
136.66;88.461;11.524;6.229;28.05;8.4;4.465;3.08;1.855;12.439;6.611;5.808;52;4;2;6;145.03
215.751;132.978;28.675;6.171;23.859;9.8;.25;7.32;1.956;17.036;33.422;4.489;44;2;2;6;314.874
15.689;14.383;1.55;4.097;4.151;0;0;0;.029;.15;2.811;1.595;58;8;3;1;2
129.188;125.609;20.147;4.615;38.87;5.33;0;16.701;.505;27.955;9.201;2.285;37;2;2;4;145.025
24.993;13.731;1.833;.694;9.176;0;.63;0;.12;0;.31;.968;70;10;6;2;2
77.478;53.655;8.49;3.695;16.248;.615;3.938;1.965;1.154;7.754;5.699;4.097;43;4;3;2;103.63
60.392;53.984;11.315;4.375;14.679;2.95;.32;4.616;2.75;10.313;1.208;1.458;53;2;2;2;80.637
141.055;309.119;65.871;91.65;17.156;40.88;3.6;.69;6.647;35.562;35.067;11.996;79;2;3;2;16.875
19.433;11.36;1.64;3.106;3.741;0;.34;0;.096;.66;.662;1.115;68;8;3;1;3
184.136;155.06;28.433;7.193;14.145;.835;0;35.748;4.654;4.522;53.799;5.731;47;1;2;5;286.109
357.392;270.19;17.008;1.782;13.793;68.89;0;0;5.126;158.261;2.275;3.055;56;1;1;1;0
221.319;201.601;6.06;2.872;39.999;24.165;10.022;14.665;5.514;21.922;48.457;27.925;51;6;1;4;25.57
76.17;267.911;203.557;7.439;24.971;.825;7.224;.6;3.083;12.22;1.336;6.656;52;7;2;4;64.5
35.897;43.109;7.624;7.529;9.229;.695;4.83;.25;1.543;1.992;2.56;6.857;65;6;2;2;40
221.294;398.459;18.838;6.565;41.462;1.785;2.695;17.489;8.019;196.981;95.951;8.674;40;1;1;4;0
29.302;25.173;4.7;4.83;8.554;0;0;1.09;.328;1.789;2.064;1.818;65;10;6;2;0
52.872;30.773;7.21;4.905;7.196;.24;2.355;1.803;.171;2.552;.928;3.413;29;9;2;4;65.981
104.088;68.059;8.05;4.199;21.531;2.42;0;2.206;1.256;21.688;4.431;2.278;41;6;2;4;115.188
86.964;84.473;7.055;4.178;17.264;2.78;4.667;0;2.111;37.749;4.573;4.096;47;7;2;3;103.274
48.328;35.473;7.47;3.988;10.647;0;2.94;0;0;5.014;3.887;1.527;68;10;6;2;7.5
94.157;79.791;25.975;3.434;16.642;1.61;2.025;3.1;4.92;9.921;4.015;8.149;31;1;2;4;116.438
142.621;113.351;16.279;4.443;14.02;1.68;0;2.5;22.666;20.532;27.141;4.09;54;2;2;3;183.004
90.468;28.319;10.228;.843;8.935;.538;1.045;.055;.093;1.423;2.734;2.425;61;2;2;2;115.384
214.158;216.669;16.012;3.436;73.254;7.485;.213;74.54;.429;23.095;8.538;9.667;61;2;2;2;128.827
109.284;108.983;21.505;6.554;33.802;7.24;.5;5.765;2.952;7.459;11.189;12.017;32;2;2;4;124.991
75.412;34.941;8.495;1.961;5.389;0;0;2.745;6.372;5.205;2.563;2.211;53;6;1;2;23.15
99.664;77.772;11.829;2.688;16.336;1.2;.235;7.685;2.132;9.788;14.216;11.663;50;4;2;3;114.279
52.283;66.68;5.72;3.505;20.315;6.31;2.143;.5;16.817;3.665;3.109;4.596;54;5;3;2;47.694
77.306;53.039;12.67;1.617;12.242;1.735;1.704;.2;2.342;13.244;1.752;5.533;28;6;2;2;89.105
101.423;62.941;6.42;.272;25.416;4.875;3.778;4.213;3.083;8.078;4.384;2.422;44;6;2;6;132.738
19.519;26.843;7.851;1.18;8.747;.21;0;1.125;.396;1.27;1.833;4.231;60;11;8;2;0
171.097;100.459;19.405;1.816;24.958;.06;0;10.493;13.561;8.15;13.591;8.425;42;2;2;7;161.697
94.991;72.256;5.259;9.995;17.247;14.513;5.357;5.615;.23;5.115;5.196;3.729;56;7;2;4;92.199
98.48;111.953;7.295;8.816;24.296;4.065;2.455;16.386;18.466;17.981;5.35;6.843;40;6;2;4;158.28
18.55;21.038;5.45;3.444;7.812;.57;.105;.15;.185;0;1.233;2.089;73;11;8;1;0
25.984;22.927;4.278;1.426;11.702;0;0;1.995;.077;0;.954;2.495;67;10;6;2;0
16.805;14.22;2.744;4.193;4.551;0;1.594;0;.029;0;.154;.955;73;11;8;1;0
79.491;61.272;13.924;4.123;17.043;.465;1.371;2.695;10.131;2.518;3.942;5.06;37;1;2;5;95.438
17.814;22.528;7.601;1.319;3.275;.695;0;0;1.601;.04;5.907;2.09;69;10;6;1;0
37.449;19.488;3.154;2.989;9.54;0;0;1.25;.5;.2;1;.855;55;6;10;1;0
17.563;18.263;1.2;2.664;5.633;.42;2.125;3.495;.367;.025;1.526;.808;67;11;8;1;0
56.422;36.209;4.319;3.707;12.857;2.1;0;0;.327;3.136;7.861;1.902;53;6;2;2;64.31
72.503;35.785;4.167;2.426;16.166;.06;1.45;3.62;.22;2.194;3.749;1.733;71;10;6;4;64.649
38.765;40.252;4.563;4.416;18.364;3.5;.83;3.3;.673;1.1;1.293;2.213;28;4;2;4;48.5
91.449;77.383;5.663;5.16;34.886;1.84;8.77;2.303;2.755;6.493;4.025;5.488;43;6;2;4;128.845
76.589;54.449;4.31;2.1;11.482;1.06;0;.625;14.668;3.896;4.003;12.305;54;6;2;2;95.84
62.946;65.3;12.831;5.818;7.272;.845;0;0;2.645;3.415;28.482;3.992;70;11;8;1;0
71.025;43.91;9.946;3.485;11.548;2.38;.21;.525;.441;9.546;3.629;2.2;54;2;2;3;75.369
155.238;77.999;32.376;2.154;13.81;3;4.205;.485;3.593;5.673;8.402;4.301;53;2;2;2;181.635
62.644;49.954;8.496;3.171;17.207;1.673;3.179;0;1.814;4.875;2.577;6.962;33;1;2;4;67.408
20.438;21.028;3.63;7.107;5.377;0;1.933;0;.106;0;1.702;1.173;74;11;8;1;0
41.671;40.485;6.031;2.137;6.774;0;0;0;7.836;14.546;1.133;2.028;71;4;3;2;8.096
145.884;182.052;18.168;4.526;29.999;.06;0;59.375;1.151;54.281;7.749;6.743;52;6;2;6;156.942
47.951;47.513;8.537;4.788;12.786;.75;2.875;.5;0;12.7;.479;4.098;22;7;2;4;50.82
31.332;25.146;6.367;2.447;5.063;0;.886;2.555;1.727;.21;1.496;4.395;68;10;6;1;0
19.94;24.447;5.37;.981;3.827;0;0;0;12.5;0;.916;.853;80;11;8;1;0
121.877;62.023;18.252;3.048;12.69;0;0;0;.24;6.8;15.373;5.62;57;10;7;2;0
50.147;62.153;6.983;3.442;14.938;5.92;6.619;2.242;.51;9.159;3.386;8.954;50;7;2;4;37.13
97.024;46.844;14.957;2.835;16.05;.725;0;.12;4.124;1.413;2.184;4.436;46;1;2;4;110.287
83.752;59.706;15.847;3.335;14.364;0;0;7.33;2.081;6.013;6.154;4.582;79;2;3;2;49.124
43.902;32.299;17.148;0;13.269;0;0;0;.308;0;.161;1.413;78;10;6;2;0
30.591;31.094;9.338;4.366;9.995;0;1.503;0;.105;0;2.983;2.804;78;10;6;2;0
53.671;42.937;13.152;2.554;6.579;0;0;0;9.505;5.58;2.924;2.643;70;10;6;2;0
53.272;75.963;9.756;1.577;16.231;.24;.555;15.965;12.629;2.75;5.129;11.131;27;6;2;3;60.731
49.3;87.136;2.725;6.411;59.312;1.24;0;3.575;1.927;0;4.725;7.221;37;6;2;7;48.89
19.593;15.665;4.752;1.8;4.117;0;0;.69;1.1;0;1.781;1.425;79;10;6;1;0
76.308;53.905;9.98;2.476;17.661;1.64;.198;7.045;.169;2.434;8.937;3.365;45;1;2;4;81.9
69.854;75.97;10.624;3.384;8.888;1.05;.315;.13;42.702;4.491;2.486;1.9;71;10;6;2;0
28.675;24.843;12.221;.617;4.908;.76;0;0;.207;4.433;1.372;.325;73;7;3;1;2
15.3;18.142;6.181;1.43;6.036;3.08;0;0;.058;0;.528;.829;77;10;6;1;0
34.921;52.537;13.535;9.794;9.32;.685;.678;0;.905;2.877;9.952;4.791;76;10;6;2;0
67.683;57.336;11.147;1.759;12.011;2.25;0;1.105;0;20.984;5.054;3.026;49;7;2;2;82.368
36.824;80.217;36.227;2.159;6.045;0;0;0;28.705;1.064;3.686;2.331;60;4;3;1;9.827
41.861;62.781;6.88;13.522;12.062;1.045;0;0;.096;6.589;19.542;3.045;67;10;6;2;0
25.797;24.892;13.165;1.166;2.448;0;0;0;.322;1.68;4.786;1.325;74;10;6;1;0
90.36;60.679;11.429;2.397;12.537;0;2.068;1.495;13.192;7.169;6.762;3.63;49;2;2;2;115.048
41.916;33.206;14.043;2.256;4.333;6.07;2.1;0;.12;0;3.234;1.05;87;11;8;1;0
47.043;82.762;18.003;3.859;20.495;2.83;1.164;18.5;.46;7.295;6.073;4.083;72;10;6;2;0
71.699;87.775;7.878;2.421;20.29;.205;2.393;6;.096;13.125;3.984;31.383;72;10;6;3;59.43
89.426;54.205;5.879;3.231;15.731;5.035;0;.25;3.386;10.144;6.448;4.101;30;7;2;4;105.72
56.507;45.076;7.029;2.489;15.355;2.5;1.995;0;.15;11.277;2.441;1.84;23;4;2;4;77.222
69.382;66.857;7.69;3.111;17.264;5.825;.26;11.945;.355;.875;15.444;4.088;48;6;2;2;92.43
49.89;49.666;3.685;7.817;13.048;7.047;0;4.477;.133;8.598;3.66;1.201;55;7;1;2;60.103
69.351;80.679;6.625;2.697;21.849;2.695;4.254;5.548;28.675;1.63;3.068;3.638;37;2;2;7;67.181
70.479;60.428;17.435;1.285;12.543;0;0;4.485;1.907;7.499;9.25;6.024;65;10;6;2;0
82.661;61.214;11.492;6.576;7.339;10.315;3.52;0;1.017;9.25;10.437;1.268;44;2;2;2;92.744
147.243;107.754;10.913;3.12;27.268;8.15;3.935;0;1.695;35.65;10.477;6.546;43;1;2;5;193
13.3;18.583;5.075;6.19;4.55;0;1.19;.15;0;.05;.483;.895;73;10;6;1;0
45.396;35.475;10.485;1.835;9.723;0;0;0;1.764;2.574;5.739;3.355;67;10;6;2;0
31.384;35.05;16.259;7.023;3.87;0;0;.61;1.796;2.916;1.596;.98;61;11;8;1;0
40.46;48.712;16.095;2.154;11.697;5.475;1.41;2.875;.572;2.962;5.054;.418;72;10;6;2;0
47.816;53.036;4.223;1.614;17.931;.745;3.145;1.7;2.29;10.133;5.207;6.048;43;6;2;4;58.06
134.009;93.862;19.968;4.214;19.142;1.785;3.858;.245;.276;35.127;3.632;5.615;27;2;2;2;150.088
76.028;43.714;9.67;1.854;11.079;1.95;4.88;0;.347;2.945;8.156;2.833;26;4;2;2;82.213
73.6;41.211;12.301;2.607;12.846;0;3.035;.485;1.349;3.636;2.669;2.283;27;6;1;3;0
21.883;52.633;11.763;2.308;9.41;0;7.579;1.18;12.603;2.89;1.425;3.475;32;7;1;2;0
30.414;21.905;11.576;1;5.822;.78;0;0;.057;.105;2.26;.305;79;10;6;1;0
41.597;65.07;10.625;1.285;4.752;0;5.05;1.075;16.635;20.386;1.784;3.478;62;7;2;2;38.47
42.237;40.66;1.804;4.924;13.102;3.75;2.72;2.5;.883;6.798;1.025;3.154;64;8;2;3;57.94
92.513;68.846;4.851;3.077;19.842;3.145;6.658;.105;.981;20.824;4.143;5.22;24;2;2;3;123.822
65.043;54.471;8.51;7.058;15.103;2.545;2.907;.15;.2;11.196;4.371;2.431;56;6;2;3;87.413
34.552;31.162;7.824;2.308;10.611;0;1.35;.19;.495;4.909;1.994;1.481;68;10;6;2;0
45.171;47.779;2.862;5.914;13.109;2.555;4.35;4.29;1.071;5.708;2.506;5.414;57;6;2;2;57.58
88.477;101.029;3.885;2.599;25.543;.148;0;56.34;2.22;.096;5.448;4.75;32;1;1;5;0
73.252;68.976;11.253;3.154;18.842;.1;1.392;24.05;.504;.069;3.84;5.772;37;1;2;4;86.841
35.104;20.732;3.664;3.212;7.777;.26;0;0;.058;2.072;2.114;1.575;76;10;6;2;0
65.301;62.441;26.151;1.861;11.853;1.478;0;.125;.133;11.563;4.538;4.739;28;4;2;3;78.922
55.511;55.853;11.304;1.6;8.973;0;0;12.82;3.429;1.08;11.394;5.253;73;10;6;2;0
59.902;48.461;9.187;2.733;14.166;.31;3.648;2.05;4.966;3.991;3.614;3.796;54;6;2;3;67
58.352;41.86;6.936;2.686;13.777;0;1.815;3.925;3.744;.993;4.552;3.432;23;6;2;4;71.7
17.98;11.216;4.78;1.183;4.44;0;0;0;0;0;.5;.313;74;10;6;1;0
39.27;40.62;8.082;9.435;12.122;0;0;.21;5.619;.29;2.694;2.168;78;10;6;2;10
50.805;35.868;7.584;1.767;11.43;4.775;0;2.386;1.873;.914;1.056;4.083;30;6;1;2;0
24.873;25.077;5.151;1.426;11.432;2.495;0;1.375;.266;.18;.529;2.223;94;11;8;2;0
94.862;69.649;7.62;2.129;22.335;1.495;5.64;9.036;.815;10.69;5.268;4.621;53;6;2;5;131.964
64.46;46.957;11.092;2.3;13.182;.285;.25;2.4;1.625;10.104;3.817;1.902;29;4;2;4;69.263
50.072;41.881;8.733;6.345;15.005;0;0;.315;1.965;4.703;1.429;3.386;54;7;2;2;61.55
51.07;47.591;7.38;1.954;9.504;0;0;1.655;14.05;6.788;1.562;4.698;68;4;2;2;46.038
140.816;83.76;8.55;5.878;21.051;2.621;7.18;5.1;.693;18.076;6.851;7.76;46;6;2;4;196.231
86.213;60.24;10.199;2.569;22.058;2.225;2.35;1.65;.26;5.69;9.553;3.686;56;4;2;2;106.73
60.037;27.753;8.18;2.495;9.458;0;.474;.105;.077;4.075;1.784;1.105;56;7;2;2;86.485
64.489;86.044;11.166;6.769;17.903;3.22;0;1.125;1.577;8.688;32.739;2.857;31;2;2;4;72.032
39.585;34.68;5.5;2.627;16.97;0;2.69;2.695;.711;2;.126;1.361;35;7;10;5;36
52.933;59.236;7.96;3.41;18.474;.88;0;3.77;10.078;4.949;4.092;5.623;43;4;2;2;44.369
20.981;253.115;5.6;2.979;2.64;.658;0;.065;.097;236.715;.969;3.392;60;10;6;1;0
41.642;37.249;7.203;6.352;14.695;3.28;1.288;.71;.024;0;2.261;1.436;76;10;6;2;0
88.352;68.815;9.928;3.127;8.397;0;0;.485;1.411;22.62;9.929;12.918;36;2;2;2;107.047
83.191;37.978;13.458;.92;5.696;.32;0;.165;.761;6.205;6.827;3.626;30;1;2;1;102.289
89.564;120.48;18.501;12.523;26.476;2.61;1.753;27.29;.692;18.852;7.103;4.68;32;1;2;4;120.724
56.991;52.835;15.922;4.841;7.19;.11;3.043;3.485;1.121;13.604;1.908;1.611;51;7;2;1;63
101.487;41.383;4.889;3.014;8.283;3.13;.632;0;.78;10.654;4.371;5.63;67;10;6;3;35.386
36.44;36.913;.2;4.297;11.204;0;8.115;4.275;1.394;3.419;1.209;2.8;61;7;2;2;43.55
33.412;25.081;.2;2.868;11.062;1.07;0;.738;.029;7.173;.527;1.414;53;7;2;2;36.73
54.661;41.053;6.385;2.615;14.419;.403;0;6.921;.224;1.239;3.454;5.393;53;7;2;3;73.074
23.372;24.678;7.05;2.317;6.186;0;0;1.98;.058;0;5.771;1.316;82;11;8;1;0
59.121;82.04;18.207;9.878;16.275;0;1.7;6.775;1.385;13.366;6.556;7.898;68;10;6;2;0
64.966;66.401;7.687;2.065;12.158;4.595;2.66;7.585;.351;20.229;5.795;3.276;29;2;2;2;80.578
168.993;163.181;18.18;7.031;15.025;.675;0;6.165;50.181;43.799;15.81;6.315;55;3;2;3;216.115
96.074;50.649;6.478;1.137;8.897;.875;0;0;9.396;12.621;3.897;7.348;29;1;2;2;132.692
33.17;27.1;3.83;4.017;10.333;1.81;.627;0;.492;.385;2.676;2.93;75;10;6;2;0
65.43;62.366;9;3.581;19.147;.83;2.925;8.913;0;10.239;4.581;3.15;46;7;3;3;56.373
41.061;37.84;19.504;1.432;6.823;0;3.083;1.225;.103;1.875;1.567;2.228;75;10;6;2;0
93.081;48.651;6.577;2.277;12.628;1.82;0;0;8.192;12.285;1.463;3.409;25;1;2;2;113.56
70.322;91.835;14.137;6.246;14.364;0;0;4.263;30.378;14.097;3.994;4.356;54;6;2;2;80.91
27.872;27.753;.44;5.303;10.027;7.345;1.198;0;.115;0;2.095;1.23;77;10;6;2;0
31.39;33.451;.36;6.442;16.167;0;2.505;1.925;.708;0;.632;4.712;79;10;6;2;0
23.207;11.404;2.22;2.438;5.688;0;0;0;0;0;.758;.3;86;10;6;1;0
67.38;59.442;5.77;3.25;19.464;0;3.18;3.34;4.237;12.764;5.024;2.413;67;11;8;2;71.35
27.246;18.156;6.203;3.305;6.117;.145;0;0;0;0;1.818;.568;71;10;6;1;0
60.285;67.573;1.6;6.792;31.605;3.355;0;11.284;3.499;1.208;.47;7.76;32;6;2;5;75.69
70.979;39.63;3.21;3.595;20.605;0;4.956;.915;.461;.535;2.864;2.489;88;10;6;4;20
21.73;20.781;.36;5.616;11.839;0;0;0;0;0;1.181;1.785;69;10;6;2;0
99.427;315.166;133.589;4.565;21.666;.985;0;32.725;.969;39.466;56.769;24.432;30;1;1;4;6.788
93.055;76.016;6.94;5.263;22.235;3.87;1.702;3.965;.737;14.57;12.499;4.235;38;6;2;4;113.495
25.396;28.378;5.113;.906;8.849;0;2.15;0;.192;2.129;6.006;3.033;81;10;6;1;0
113.548;110.12;6.42;5.533;17.793;5.795;8.224;5.09;5.326;46.201;5.946;3.792;46;4;2;3;143.221
20.439;15.639;1.846;2.736;4.355;0;1.518;0;.095;1.5;2.481;1.108;82;10;6;1;0
107.469;52.074;13.193;4.337;9.272;6.35;0;3.258;2.471;1.031;4.749;7.413;51;6;1;2;29.39
74.116;37.785;10.906;3.34;9.979;1.245;0;1.843;.336;7.12;2.013;1.003;23;1;2;2;80.578
63.952;41.401;8.252;1.763;14.692;0;3.965;0;.115;3.518;2.287;6.809;43;7;2;4;59.15
35.457;143.456;8.435;4.65;37.697;28.16;0;5.625;19.979;5.457;15.408;18.045;73;10;6;2;0
59.668;59.202;6.36;3.662;10.175;7.35;3.86;10.572;1.638;6.506;6.269;2.81;52;6;1;2;34.231
71.344;95.767;6.382;.805;7.573;7.825;2.248;.77;.91;45.091;17.74;6.423;27;1;2;4;120.263
104.492;51.727;11.113;5.308;17.12;.29;8.45;2.39;1.567;1.434;2.08;1.975;34;1;1;4;0
61.48;64.177;8.59;4.633;31.574;.66;1.71;2.975;2.068;0;5.656;6.311;37;6;2;5;73.55
59.913;77.715;6.433;5.065;25.907;0;0;20.595;.1;7.583;3.316;8.716;56;7;2;3;63.557
39.425;62.7;6.274;2.891;15.353;.16;2.622;1.7;17.961;11.804;.592;3.343;21;6;2;4;37.351
27.983;32.869;9.519;3.966;10.923;0;0;.15;3.127;1.75;2.318;1.116;50;4;2;2;30
68.412;76.069;2.365;2.804;19.526;15.37;8.75;4.135;1.716;17.09;2.96;1.353;26;6;1;2;36.558
64.775;88.459;15.821;2.477;18.216;.895;0;6.095;6.779;28.316;5.575;4.285;47;2;2;4;67.23
62.073;114.803;5.01;4.916;20.767;0;0;2.11;50.122;25.907;3.293;2.678;42;6;1;7;1
37.85;34.929;1.595;4.222;16.223;1.21;0;7.87;.74;.11;.404;2.555;67;10;6;2;32.55
43.466;27.459;4.725;2.189;8.227;3.65;0;0;.038;2.019;5.701;.91;39;7;2;1;60.35
100.158;87.476;7.874;2.217;23.337;4.75;6.255;25.32;3.208;6.791;3.174;4.55;54;7;2;3;139.754
80.114;86.128;11.133;3.577;27.642;0;0;4.665;1.31;28.27;3.292;6.239;43;7;2;4;93.268
20.57;12.214;2.241;1.269;5.35;0;0;0;0;0;2.034;1.32;79;11;8;1;0
91.577;56.632;14.042;3.877;9.34;.35;2.513;7.47;1.523;7.11;4.366;6.041;38;2;2;4;112.163
43.236;44.454;3.344;.634;10.041;.835;0;0;.128;20.843;2.175;6.454;62;10;6;2;0
38.508;36.14;11.74;2.691;13.054;.51;1.635;0;.323;.019;3.765;2.403;66;10;6;2;0
63.679;45.893;7.035;5.25;13.644;0;0;4.134;3.858;.882;7.619;3.471;53;8;3;2;22.022
61.029;44.056;9.741;3.141;14.821;2.886;0;.44;2.058;5.773;2.213;2.983;26;6;2;4;68.15
49.418;34.311;5.13;4.721;13.374;.795;0;.995;1.375;0;1.71;6.211;48;11;9;5;0
85.905;91.124;8.19;4.798;25.952;1.26;0;12.38;.298;14.569;15.219;8.458;26;1;2;2;104.697
73.065;70.068;12.296;6.33;16.116;1.375;1.95;0;5.792;19.105;3.813;3.291;46;6;2;3;71.376
54.404;38.892;8.633;2.029;10.328;.52;0;2.58;.077;5.399;3.796;5.53;30;6;2;4;62.42
79.242;50.037;12.869;5.05;10.994;1.265;0;1.118;3.22;4.375;3.79;7.356;33;1;2;4;82.24
33.954;26.231;6.181;2.64;4.394;0;.098;0;7.402;0;3.138;2.378;81;10;6;1;0
56.127;54.729;12.119;1.688;15.086;0;4.18;3.295;4.323;5.648;6.696;1.694;55;7;2;2;54.6
104.988;71.423;5.609;2.057;29.614;1.52;0;5.955;.731;13.914;3.173;8.85;78;11;8;5;36.5
32.193;32.918;4.402;3.098;13.181;0;4.169;.495;1.292;.14;1.161;4.98;58;7;10;2;0
58.286;27.787;6.173;2.874;10.095;2.295;2.03;0;.1;.58;2.239;1.401;50;6;4;2;78.03
75.888;46.32;5.754;1.993;8.877;.77;0;0;1.371;21.243;2.196;4.116;68;10;6;2;78
36.446;16.672;5.637;1.385;5.008;0;0;0;.061;2.164;1.612;.805;79;11;8;1;0
54.33;44.941;4.237;2.904;10.858;6.88;5.253;.235;1.135;7.865;1.063;4.511;55;7;3;2;70.745
40.172;46.336;6.978;4.412;15.894;2.285;0;0;.762;7.879;4.482;3.644;28;6;1;4;0
49.647;40.056;4.336;1.835;9.879;1.28;2.865;0;.599;6.083;2.804;10.375;28;6;2;3;57.24
54.447;58.55;7.887;1.52;8.282;.66;0;5.225;1.047;13.1;13.545;7.284;46;6;2;3;52.34
71.842;53.772;9.984;1.412;17.145;1;2.488;.125;.296;15.566;3.75;2.006;57;2;4;2;91.77
26.716;40.68;5.002;3.95;9.059;0;0;0;.058;18.997;1.561;2.053;71;10;6;1;0
54.494;38.509;7.928;1.624;15.123;1.365;0;.815;.138;7.12;1.83;2.566;30;6;2;4;64.05
53.5;46.384;7.34;4.326;12.421;0;7.383;2.845;2.031;4.048;2.18;3.81;49;6;2;2;68.14
123.397;79.259;13.094;4.069;24.047;6.42;0;0;.501;19.228;10.08;1.82;51;4;2;3;152.926
173.438;142.971;15.624;8.101;31.28;12.72;4.645;13.01;6.773;30.465;10.018;10.335;36;1;2;5;225.04
70.674;89.248;30.89;4.455;17.32;2.525;.978;6.23;11.515;9.396;3.037;2.902;29;6;2;5;71.13
69.669;58.674;14.093;5.077;18.726;0;0;4.485;1.213;7.491;1.456;6.133;68;10;6;2;15.4
111.387;92.485;12.431;4.179;25.052;.36;0;6.97;1.404;34.142;1.475;6.472;48;6;2;5;108.823
80.103;74.348;19.46;7.011;11.203;0;0;2.51;.209;2.944;26.496;4.515;38;2;2;3;30.02
39.54;25.333;4.615;1.286;12.49;0;0;0;.048;0;3.946;2.948;79;10;6;2;0
149.452;119.27;20.476;5.411;28.22;2.705;.115;3.95;4.208;11.738;28.737;13.71;42;2;2;4;163.381
39.15;61.902;16.22;4.48;15.748;0;.96;10.18;.24;7.842;1.527;4.705;39;4;3;3;2
67.249;37.65;12.838;2.99;9.845;1.275;0;0;.226;4.282;3.735;2.459;46;5;2;2;25.92
68.951;49.387;13.096;3.068;14.882;1.64;0;0;3.591;1.244;3.641;8.225;30;6;2;3;77.407
38.279;25.448;10.369;1.112;2.966;0;0;3.125;.774;2.646;3.78;.676;82;10;6;1;0
52.448;39.875;18.613;1.464;9.406;1.17;0;0;.007;5.257;2.103;1.855;84;10;6;2;0
20.482;25.445;4.388;10.803;7.827;.32;0;.775;.029;0;.317;.986;65;10;6;1;0
22.003;18.838;2.81;1.615;9.627;.755;.534;.225;.08;1.065;.909;1.218;62;8;3;1;8.136
66.095;62.892;8.148;13.173;13.012;5.015;5.625;.07;.063;13.196;1.495;3.095;60;6;10;2;0
27.787;37.221;4.967;8.12;12.236;0;0;.15;.704;1.83;4.964;4.25;67;8;3;1;9
112.969;55.3;16.944;4.319;9.361;.72;0;3.349;4.692;9.34;4.755;1.82;26;1;1;2;45.54
53.044;41.69;12.566;1.206;5.429;4.393;3.05;.08;.653;2.067;10.031;2.215;81;10;6;1;0
1.273;20.752;2.885;1.031;7.103;0;2.46;.27;.09;4.225;1.13;1.558;41;11;9;2;0
50.299;55.823;9.75;3.702;9.701;.445;5.35;8.37;5.596;7.685;1.347;3.877;26;7;2;2;60.25
238.279;208.342;17.721;10.27;37.359;5.755;1.355;17.01;5.118;79.539;18.405;15.81;50;3;2;6;214.835
32.384;32.586;14.626;2.407;6.739;.23;0;1.245;.357;.463;3.7;2.819;72;11;8;1;0
126.467;62.769;16.369;2.345;18.525;.61;0;1.855;.969;2.59;15.506;4;41;3;2;5;131.112
147.574;77.849;17.752;3.531;22.412;1;0;.36;.67;7.703;15.607;8.814;39;3;2;5;147.464
106.015;89.454;11.17;4.883;12.918;1.315;.696;2.234;.82;16.899;27.784;10.735;54;2;2;4;126.403
68.269;127.729;16.154;3.1;19.204;14.465;0;29.54;8.027;7.898;5.506;23.835;28;2;2;1;101.077
65.434;39.032;8.593;.615;7.151;0;4.67;0;.058;7.922;9.688;.335;50;3;2;2;81
24.221;23.856;7.601;1.517;6.969;.15;0;.85;1.046;.7;2.385;2.638;83;10;6;1;0
24.323;18.729;6.923;0;4.763;.67;0;.8;.781;.23;2.801;1.761;69;10;6;1;0
58.423;16.699;4.058;0;7.818;1.11;0;0;2.115;.102;.445;1.051;21;1;3;1;45.5
26.751;22.396;4.375;.096;4.106;2.27;0;0;.175;6.873;4.246;.255;23;11;9;1;0
20.578;20.352;4.5;.95;6.688;1.05;1.561;0;1.085;1.77;1.373;1.375;21;1;1;1;0
54.337;116.869;20;2.75;19.234;8.844;.96;15.525;32.158;3.362;6.995;7.041;21;11;9;4;0
50.409;84.231;20;2.9;19.884;6.337;.085;17.535;.153;3.662;6.703;6.972;20;7;1;4;0
30.695;24.253;10;4;8.019;.375;1.575;0;0;0;.154;.13;56;6;1;1;0
20.384;10.844;5;.7;3.675;0;0;0;0;.25;1.049;.17;66;7;3;1;5
17.95;15.399;5;1.45;5.149;1.88;1.055;0;0;0;.175;.69;68;10;6;1;0
114.315;88.486;13.735;2.583;14.953;0;3.985;8.58;29.025;4.444;5.803;5.378;51;1;2;3;108.895
45.577;26.743;12.923;6.854;5.373;0;.295;0;0;.375;.893;.03;20;11;9;2;0
68.329;70.404;5.387;4.615;18.892;.355;5.515;5.475;1.08;21.523;2.193;5.369;42;1;2;4;74.473
70.69;53.966;9.277;3.746;9.225;3.27;1.218;.445;.096;21.255;2.838;2.596;64;2;2;2;80.578
64.673;86.015;7.74;6.322;18.691;1.039;1.17;5.72;10.137;23.733;6.31;5.153;28;6;2;4;47.95
120.749;112.509;5.752;1.295;15.128;.31;0;9.351;.115;13.628;48.959;17.971;61;4;2;5;132.324
21.598;15.363;4.472;2.987;3.417;.4;2.38;0;.105;0;.854;.748;69;10;6;1;0
45.036;41.881;5.089;2.639;9.4;13.32;4.084;.045;.334;3.05;2.259;1.661;74;11;8;2;37
81.058;65.548;7.518;4.702;10.144;1.34;2.428;0;11.387;22.764;1.982;3.283;50;4;2;2;89.132
