"NIC" "TEX" "HOU" "FUE" "FOO" "ALC" "TOB" "CLO" "DUR" "TRA" "SER" "OGM" "AGE" "OCC" "ECP" "NOP" "NGW"
"1144" 79.183 60.636 7.154 2.662 8.779 0.76 2.055 6.492 5.543 13.872 6.688 6.631 28 9 2 2 111.046
"1145" 41.588 40.275 12 3.54 9.132 0.375 2.893 2.572 3.244 4.17 0.923 1.426 20 7 3 3 6.3
"1146" 111.125 102.156 12.339 14.148 23.356 0.35 0 4.57 3.272 22.072 15.397 6.652 65 2 1 3 28.083
"1147" 29.219 37.838 7.48 4.572 13.909 0.675 0 0.478 0.012 0.17 3.529 7.013 27 7 1 3 0
"1148" 81.022 56.273 5.78 5.291 13.903 12.507 0.26 5.173 5.164 4.288 0.577 3.33 27 9 2 4 90.542
"1149" 130.223 65.082 9.617 5.832 19.73 1.05 0 5.766 4.012 11.104 3.515 4.456 39 9 2 6 87.346
"1150" 78.885 64.792 12.784 3.278 10.822 1.19 1.02 12.028 7.393 9.641 2.273 4.363 31 1 2 3 71.597
"1151" 125.966 58.069 12.152 1.71 11.8 2.395 0 8.635 2.817 11.605 2.209 4.746 30 1 2 2 166.396
"1152" 57.69 35.61 8.292 2.576 13.365 1.2 0 2.5 0.547 1.728 4.291 1.111 63 1 2 2 73.59
"1153" 88.575 43.301 11.748 2.074 9.154 2.41 0 2.625 3.339 7.125 3.331 1.495 23 7 2 2 103.285
"1154" 103.042 120.321 22.645 4.269 21.2 1.195 0 0.085 0.077 10.642 53.486 6.722 39 1 2 4 110.188
"1155" 51.446 120.223 8.221 4.279 18.371 0.725 7.791 14.035 11.951 6.509 7.337 41.004 43 11 9 2 29.708
"1156" 40.945 49.27 8.395 5.046 16.73 5.683 1.295 1.355 0.659 2.005 4.287 3.815 52 7 3 3 59.358
"1157" 42.971 41.235 11.736 3.709 8.974 0 0 0 7.305 0.35 2.046 7.115 31 3 3 3 7.477
"1158" 55.198 30.02 7.394 0.545 13.32 0 4.94 0 0.226 0.38 0.404 2.811 62 7 4 2 48.29
"1159" 332.558 170.801 17.121 6.982 11.354 4.885 0 7.615 3.192 40.949 70.499 8.204 58 6 1 3 29.249
"1160" 108.451 101.574 11.777 3.661 19.849 1.655 2.31 15.175 2.111 26.605 9.375 9.056 59 5 2 3 135.649
"1161" 111.13 85.844 21.23 3.693 29.947 3.445 0 0.655 9.702 8.301 3.171 5.7 33 1 2 4 117.307
"1162" 38.41 47.546 10.55 7.205 20.81 0.06 1.502 0 0.25 4.905 0.516 1.748 41 11 9 5 11.12
"1163" 21.73 22.076 5.69 3.1 6.951 3.215 0 0.45 0.35 0 0.724 1.596 75 11 8 1 0
"1164" 77.818 33.662 8.13 2.51 8.115 1.05 0.813 0.235 3.327 5.066 2.18 2.236 27 9 2 3 82.271
"1165" 41.504 63.584 6.353 4.425 21.388 0.395 1.155 11.12 2.27 3.904 2.189 10.385 47 6 2 4 51.657
"1166" 54.423 48.781 7.8 4.758 15.293 3.535 0 7.512 0.85 2.749 5.204 1.08 61 8 3 2 60.39
"1167" 109.394 73.155 8.984 3.177 15.969 2.705 0.24 7.535 8.581 3.813 4.88 17.271 39 6 2 3 149.789
"1168" 54.3 58.414 5.53 6.933 27.385 0 3.628 3.695 0.546 3.24 2.911 4.546 63 10 7 5 0
"1169" 23.715 24.011 7.945 1.75 9.68 0 1.538 0.21 0.39 0.175 1.177 1.146 25 11 9 3 0
"1170" 27.975 25.062 5.579 1.576 7.426 2.123 1.298 0 0 3.187 0.253 3.62 68 10 6 1 0
"1171" 100.367 45.023 11.067 2.075 11.635 2.355 2.84 0 0.169 8.962 3.534 2.386 68 10 6 3 97.154
"1172" 88.782 75.11 13.926 5.742 23.911 3.9 1.725 0 12.379 6.08 4.379 3.068 42 11 9 5 48.682
"1173" 59.895 51.603 8.325 2.897 10.52 0 3.902 0.365 1.07 18.53 3.401 2.593 33 9 2 4 65.212
"1174" 72.655 43.167 9.76 2.17 9.352 9.423 0 0.16 0.22 7.415 2.819 1.848 55 4 3 2 70.11
"1175" 96.361 83.867 7.7 6.172 30.185 0.36 4.745 3.346 5.705 10.159 4.145 11.35 47 7 2 4 129.36
"1176" 55.385 46.839 8.869 10.586 8.415 0 2.55 0.4 3.15 9.153 2.086 1.63 52 7 2 2 73.308
"1177" 65.011 64.53 11.112 3.341 8.771 0 0 11.025 2.026 25.766 1.124 1.365 67 10 6 2 0
"1178" 54.639 53.769 9.44 5.293 14.022 4.62 2.31 0 0.13 1.38 11.865 4.709 69 7 2 2 30.23
"1179" 71.028 67.001 14.81 3.538 15.998 3.16 3.605 7.19 0.558 0.935 9.359 7.848 58 2 2 2 86.672
"1180" 95.702 92.594 8.896 4.289 22.295 2.27 0 5.624 1.105 29.585 13.54 4.99 35 7 2 5 110.5
"1181" 23.697 23.633 1.06 3.657 6.513 0.375 5.391 0.17 0.048 0 4.011 2.408 65 10 6 2 0
"1182" 95.401 76.104 7.46 3.824 21.953 2.348 3.988 2.875 3.186 18.858 6.201 5.411 43 8 2 3 120.664
"1183" 69.208 47.707 7.76 4.062 10.312 10.688 5.01 0 0.183 4.53 3.659 1.503 55 6 2 2 110.787
"1184" 61.778 56.91 0 4.392 18.968 1.62 1.38 15.17 2.323 6.169 2.332 4.556 47 7 3 5 14.51
"1185" 10.412 103.309 11.236 3.513 20.527 0.78 1.575 2.995 0.233 47.775 11.717 2.958 42 0 10 4 0
"1186" 6.571 24.114 5.7 2.355 6.107 0 0 2.794 0.34 1.13 2.603 3.085 54 11 9 2 0
"1187" 53.17 65.942 7.57 5.522 16.821 4.715 6.415 16.07 0.088 1.19 3.868 3.683 31 6 2 4 61.37
"1188" 36.513 47.593 10 7.377 11.076 0 2.001 4.785 0.257 3.74 2.74 5.617 59 4 2 2 43.947
"1189" 80.405 47.623 9.624 5.762 17.21 2.385 2.007 0.29 1.648 0.876 4.602 3.219 37 8 10 8 0
"1190" 18.75 14.255 5.01 3.439 4.567 0 0 0 0 0 1.109 0.13 88 10 6 1 0
"1191" 82.512 47.667 4.132 3.16 12.787 2.665 2.6 1.942 0.981 13.319 1.223 4.858 27 2 2 2 104.585
"1192" 70.17 69.572 4.302 3.313 20.784 1.078 0.903 3.483 1.839 8.552 22.9 2.418 24 1 2 4 77.587
"1193" 78.992 69.553 4.706 3.486 24.044 12.945 0 0.575 9.045 3.15 5.449 6.153 36 6 4 7 72.98
"1194" 27.037 19.474 2.13 2.441 11.088 0.19 0 0 0.077 0.2 2.018 1.33 65 10 6 2 0
"1195" 72.299 39.618 5.163 4.95 14.95 3.985 1.694 0.94 0.409 0.533 3.782 3.212 32 6 2 4 72.798
"1196" 79.409 40.74 7.052 4.129 16.392 0.835 0 3.12 0.154 2.813 3.007 3.238 28 2 2 4 107.693
"1197" 64.622 102.746 12.323 3.219 11.39 3.94 5.292 0.175 0.321 34.37 7.293 24.423 74 10 6 2 0
"1198" 76.115 85.302 18.215 3.352 29.37 0 0 2.245 3.177 16.008 1.392 11.543 24 1 4 2 103.583
"1199" 27.63 15.243 4 5.006 4.948 0.28 0 0 0.029 0 0.135 0.845 79 11 8 2 0
"1200" 37.432 32.515 9.192 6.877 10.165 0.39 0 0.675 0.526 0.255 1.407 3.028 68 8 3 1 20.09
"1201" 136.66 88.461 11.524 6.229 28.05 8.4 4.465 3.08 1.855 12.439 6.611 5.808 52 4 2 6 145.03
"1202" 215.751 132.978 28.675 6.171 23.859 9.8 0.25 7.32 1.956 17.036 33.422 4.489 44 2 2 6 314.874
"1203" 15.689 14.383 1.55 4.097 4.151 0 0 0 0.029 0.15 2.811 1.595 58 8 3 1 2
"1204" 129.188 125.609 20.147 4.615 38.87 5.33 0 16.701 0.505 27.955 9.201 2.285 37 2 2 4 145.025
"1205" 24.993 13.731 1.833 0.694 9.176 0 0.63 0 0.12 0 0.31 0.968 70 10 6 2 2
"1206" 77.478 53.655 8.49 3.695 16.248 0.615 3.938 1.965 1.154 7.754 5.699 4.097 43 4 3 2 103.63
"1207" 60.392 53.984 11.315 4.375 14.679 2.95 0.32 4.616 2.75 10.313 1.208 1.458 53 2 2 2 80.637
"1208" 141.055 309.119 65.871 91.65 17.156 40.88 3.6 0.69 6.647 35.562 35.067 11.996 79 2 3 2 16.875
"1209" 19.433 11.36 1.64 3.106 3.741 0 0.34 0 0.096 0.66 0.662 1.115 68 8 3 1 3
"1210" 184.136 155.06 28.433 7.193 14.145 0.835 0 35.748 4.654 4.522 53.799 5.731 47 1 2 5 286.109
"1211" 357.392 270.19 17.008 1.782 13.793 68.89 0 0 5.126 158.261 2.275 3.055 56 1 1 1 0
"1212" 221.319 201.601 6.06 2.872 39.999 24.165 10.022 14.665 5.514 21.922 48.457 27.925 51 6 1 4 25.57
"1213" 76.17 267.911 203.557 7.439 24.971 0.825 7.224 0.6 3.083 12.22 1.336 6.656 52 7 2 4 64.5
"1214" 35.897 43.109 7.624 7.529 9.229 0.695 4.83 0.25 1.543 1.992 2.56 6.857 65 6 2 2 40
"1215" 221.294 398.459 18.838 6.565 41.462 1.785 2.695 17.489 8.019 196.981 95.951 8.674 40 1 1 4 0
"1216" 29.302 25.173 4.7 4.83 8.554 0 0 1.09 0.328 1.789 2.064 1.818 65 10 6 2 0
"1217" 52.872 30.773 7.21 4.905 7.196 0.24 2.355 1.803 0.171 2.552 0.928 3.413 29 9 2 4 65.981
"1218" 104.088 68.059 8.05 4.199 21.531 2.42 0 2.206 1.256 21.688 4.431 2.278 41 6 2 4 115.188
"1219" 86.964 84.473 7.055 4.178 17.264 2.78 4.667 0 2.111 37.749 4.573 4.096 47 7 2 3 103.274
"1220" 48.328 35.473 7.47 3.988 10.647 0 2.94 0 0 5.014 3.887 1.527 68 10 6 2 7.5
"1221" 94.157 79.791 25.975 3.434 16.642 1.61 2.025 3.1 4.92 9.921 4.015 8.149 31 1 2 4 116.438
"1222" 142.621 113.351 16.279 4.443 14.02 1.68 0 2.5 22.666 20.532 27.141 4.09 54 2 2 3 183.004
"1223" 90.468 28.319 10.228 0.843 8.935 0.538 1.045 0.055 0.093 1.423 2.734 2.425 61 2 2 2 115.384
"1224" 214.158 216.669 16.012 3.436 73.254 7.485 0.213 74.54 0.429 23.095 8.538 9.667 61 2 2 2 128.827
"1225" 109.284 108.983 21.505 6.554 33.802 7.24 0.5 5.765 2.952 7.459 11.189 12.017 32 2 2 4 124.991
"1226" 75.412 34.941 8.495 1.961 5.389 0 0 2.745 6.372 5.205 2.563 2.211 53 6 1 2 23.15
"1227" 99.664 77.772 11.829 2.688 16.336 1.2 0.235 7.685 2.132 9.788 14.216 11.663 50 4 2 3 114.279
"1228" 52.283 66.68 5.72 3.505 20.315 6.31 2.143 0.5 16.817 3.665 3.109 4.596 54 5 3 2 47.694
"1229" 77.306 53.039 12.67 1.617 12.242 1.735 1.704 0.2 2.342 13.244 1.752 5.533 28 6 2 2 89.105
"1230" 101.423 62.941 6.42 0.272 25.416 4.875 3.778 4.213 3.083 8.078 4.384 2.422 44 6 2 6 132.738
"1231" 19.519 26.843 7.851 1.18 8.747 0.21 0 1.125 0.396 1.27 1.833 4.231 60 11 8 2 0
"1232" 171.097 100.459 19.405 1.816 24.958 0.06 0 10.493 13.561 8.15 13.591 8.425 42 2 2 7 161.697
"1233" 94.991 72.256 5.259 9.995 17.247 14.513 5.357 5.615 0.23 5.115 5.196 3.729 56 7 2 4 92.199
"1234" 98.48 111.953 7.295 8.816 24.296 4.065 2.455 16.386 18.466 17.981 5.35 6.843 40 6 2 4 158.28
"1235" 18.55 21.038 5.45 3.444 7.812 0.57 0.105 0.15 0.185 0 1.233 2.089 73 11 8 1 0
"1236" 25.984 22.927 4.278 1.426 11.702 0 0 1.995 0.077 0 0.954 2.495 67 10 6 2 0
"1237" 16.805 14.22 2.744 4.193 4.551 0 1.594 0 0.029 0 0.154 0.955 73 11 8 1 0
"1238" 79.491 61.272 13.924 4.123 17.043 0.465 1.371 2.695 10.131 2.518 3.942 5.06 37 1 2 5 95.438
"1239" 17.814 22.528 7.601 1.319 3.275 0.695 0 0 1.601 0.04 5.907 2.09 69 10 6 1 0
"1240" 37.449 19.488 3.154 2.989 9.54 0 0 1.25 0.5 0.2 1 0.855 55 6 10 1 0
"1241" 17.563 18.263 1.2 2.664 5.633 0.42 2.125 3.495 0.367 0.025 1.526 0.808 67 11 8 1 0
"1242" 56.422 36.209 4.319 3.707 12.857 2.1 0 0 0.327 3.136 7.861 1.902 53 6 2 2 64.31
"1243" 72.503 35.785 4.167 2.426 16.166 0.06 1.45 3.62 0.22 2.194 3.749 1.733 71 10 6 4 64.649
"1244" 38.765 40.252 4.563 4.416 18.364 3.5 0.83 3.3 0.673 1.1 1.293 2.213 28 4 2 4 48.5
"1245" 91.449 77.383 5.663 5.16 34.886 1.84 8.77 2.303 2.755 6.493 4.025 5.488 43 6 2 4 128.845
"1246" 76.589 54.449 4.31 2.1 11.482 1.06 0 0.625 14.668 3.896 4.003 12.305 54 6 2 2 95.84
"1247" 62.946 65.3 12.831 5.818 7.272 0.845 0 0 2.645 3.415 28.482 3.992 70 11 8 1 0
"1248" 71.025 43.91 9.946 3.485 11.548 2.38 0.21 0.525 0.441 9.546 3.629 2.2 54 2 2 3 75.369
"1249" 155.238 77.999 32.376 2.154 13.81 3 4.205 0.485 3.593 5.673 8.402 4.301 53 2 2 2 181.635
"1250" 62.644 49.954 8.496 3.171 17.207 1.673 3.179 0 1.814 4.875 2.577 6.962 33 1 2 4 67.408
"1251" 20.438 21.028 3.63 7.107 5.377 0 1.933 0 0.106 0 1.702 1.173 74 11 8 1 0
"1252" 41.671 40.485 6.031 2.137 6.774 0 0 0 7.836 14.546 1.133 2.028 71 4 3 2 8.096
"1253" 145.884 182.052 18.168 4.526 29.999 0.06 0 59.375 1.151 54.281 7.749 6.743 52 6 2 6 156.942
"1254" 47.951 47.513 8.537 4.788 12.786 0.75 2.875 0.5 0 12.7 0.479 4.098 22 7 2 4 50.82
"1255" 31.332 25.146 6.367 2.447 5.063 0 0.886 2.555 1.727 0.21 1.496 4.395 68 10 6 1 0
"1256" 19.94 24.447 5.37 0.981 3.827 0 0 0 12.5 0 0.916 0.853 80 11 8 1 0
"1257" 121.877 62.023 18.252 3.048 12.69 0 0 0 0.24 6.8 15.373 5.62 57 10 7 2 0
"1258" 50.147 62.153 6.983 3.442 14.938 5.92 6.619 2.242 0.51 9.159 3.386 8.954 50 7 2 4 37.13
"1259" 97.024 46.844 14.957 2.835 16.05 0.725 0 0.12 4.124 1.413 2.184 4.436 46 1 2 4 110.287
"1260" 83.752 59.706 15.847 3.335 14.364 0 0 7.33 2.081 6.013 6.154 4.582 79 2 3 2 49.124
"1261" 43.902 32.299 17.148 0 13.269 0 0 0 0.308 0 0.161 1.413 78 10 6 2 0
"1262" 30.591 31.094 9.338 4.366 9.995 0 1.503 0 0.105 0 2.983 2.804 78 10 6 2 0
"1263" 53.671 42.937 13.152 2.554 6.579 0 0 0 9.505 5.58 2.924 2.643 70 10 6 2 0
"1264" 53.272 75.963 9.756 1.577 16.231 0.24 0.555 15.965 12.629 2.75 5.129 11.131 27 6 2 3 60.731
"1265" 49.3 87.136 2.725 6.411 59.312 1.24 0 3.575 1.927 0 4.725 7.221 37 6 2 7 48.89
"1266" 19.593 15.665 4.752 1.8 4.117 0 0 0.69 1.1 0 1.781 1.425 79 10 6 1 0
"1267" 76.308 53.905 9.98 2.476 17.661 1.64 0.198 7.045 0.169 2.434 8.937 3.365 45 1 2 4 81.9
"1268" 69.854 75.97 10.624 3.384 8.888 1.05 0.315 0.13 42.702 4.491 2.486 1.9 71 10 6 2 0
"1269" 28.675 24.843 12.221 0.617 4.908 0.76 0 0 0.207 4.433 1.372 0.325 73 7 3 1 2
"1270" 15.3 18.142 6.181 1.43 6.036 3.08 0 0 0.058 0 0.528 0.829 77 10 6 1 0
"1271" 34.921 52.537 13.535 9.794 9.32 0.685 0.678 0 0.905 2.877 9.952 4.791 76 10 6 2 0
"1272" 67.683 57.336 11.147 1.759 12.011 2.25 0 1.105 0 20.984 5.054 3.026 49 7 2 2 82.368
"1273" 36.824 80.217 36.227 2.159 6.045 0 0 0 28.705 1.064 3.686 2.331 60 4 3 1 9.827
"1274" 41.861 62.781 6.88 13.522 12.062 1.045 0 0 0.096 6.589 19.542 3.045 67 10 6 2 0
"1275" 25.797 24.892 13.165 1.166 2.448 0 0 0 0.322 1.68 4.786 1.325 74 10 6 1 0
"1276" 90.36 60.679 11.429 2.397 12.537 0 2.068 1.495 13.192 7.169 6.762 3.63 49 2 2 2 115.048
"1277" 41.916 33.206 14.043 2.256 4.333 6.07 2.1 0 0.12 0 3.234 1.05 87 11 8 1 0
"1278" 47.043 82.762 18.003 3.859 20.495 2.83 1.164 18.5 0.46 7.295 6.073 4.083 72 10 6 2 0
"1279" 71.699 87.775 7.878 2.421 20.29 0.205 2.393 6 0.096 13.125 3.984 31.383 72 10 6 3 59.43
"1280" 89.426 54.205 5.879 3.231 15.731 5.035 0 0.25 3.386 10.144 6.448 4.101 30 7 2 4 105.72
"1281" 56.507 45.076 7.029 2.489 15.355 2.5 1.995 0 0.15 11.277 2.441 1.84 23 4 2 4 77.222
"1282" 69.382 66.857 7.69 3.111 17.264 5.825 0.26 11.945 0.355 0.875 15.444 4.088 48 6 2 2 92.43
"1283" 49.89 49.666 3.685 7.817 13.048 7.047 0 4.477 0.133 8.598 3.66 1.201 55 7 1 2 60.103
"1284" 69.351 80.679 6.625 2.697 21.849 2.695 4.254 5.548 28.675 1.63 3.068 3.638 37 2 2 7 67.181
"1285" 70.479 60.428 17.435 1.285 12.543 0 0 4.485 1.907 7.499 9.25 6.024 65 10 6 2 0
"1286" 82.661 61.214 11.492 6.576 7.339 10.315 3.52 0 1.017 9.25 10.437 1.268 44 2 2 2 92.744
"1287" 147.243 107.754 10.913 3.12 27.268 8.15 3.935 0 1.695 35.65 10.477 6.546 43 1 2 5 193
"1288" 13.3 18.583 5.075 6.19 4.55 0 1.19 0.15 0 0.05 0.483 0.895 73 10 6 1 0
"1289" 45.396 35.475 10.485 1.835 9.723 0 0 0 1.764 2.574 5.739 3.355 67 10 6 2 0
"1290" 31.384 35.05 16.259 7.023 3.87 0 0 0.61 1.796 2.916 1.596 0.98 61 11 8 1 0
"1291" 40.46 48.712 16.095 2.154 11.697 5.475 1.41 2.875 0.572 2.962 5.054 0.418 72 10 6 2 0
"1292" 47.816 53.036 4.223 1.614 17.931 0.745 3.145 1.7 2.29 10.133 5.207 6.048 43 6 2 4 58.06
"1293" 134.009 93.862 19.968 4.214 19.142 1.785 3.858 0.245 0.276 35.127 3.632 5.615 27 2 2 2 150.088
"1294" 76.028 43.714 9.67 1.854 11.079 1.95 4.88 0 0.347 2.945 8.156 2.833 26 4 2 2 82.213
"1295" 73.6 41.211 12.301 2.607 12.846 0 3.035 0.485 1.349 3.636 2.669 2.283 27 6 1 3 0
"1296" 21.883 52.633 11.763 2.308 9.41 0 7.579 1.18 12.603 2.89 1.425 3.475 32 7 1 2 0
"1297" 30.414 21.905 11.576 1 5.822 0.78 0 0 0.057 0.105 2.26 0.305 79 10 6 1 0
"1298" 41.597 65.07 10.625 1.285 4.752 0 5.05 1.075 16.635 20.386 1.784 3.478 62 7 2 2 38.47
"1299" 42.237 40.66 1.804 4.924 13.102 3.75 2.72 2.5 0.883 6.798 1.025 3.154 64 8 2 3 57.94
"1300" 92.513 68.846 4.851 3.077 19.842 3.145 6.658 0.105 0.981 20.824 4.143 5.22 24 2 2 3 123.822
"1301" 65.043 54.471 8.51 7.058 15.103 2.545 2.907 0.15 0.2 11.196 4.371 2.431 56 6 2 3 87.413
"1302" 34.552 31.162 7.824 2.308 10.611 0 1.35 0.19 0.495 4.909 1.994 1.481 68 10 6 2 0
"1303" 45.171 47.779 2.862 5.914 13.109 2.555 4.35 4.29 1.071 5.708 2.506 5.414 57 6 2 2 57.58
"1304" 88.477 101.029 3.885 2.599 25.543 0.148 0 56.34 2.22 0.096 5.448 4.75 32 1 1 5 0
"1305" 73.252 68.976 11.253 3.154 18.842 0.1 1.392 24.05 0.504 0.069 3.84 5.772 37 1 2 4 86.841
"1306" 35.104 20.732 3.664 3.212 7.777 0.26 0 0 0.058 2.072 2.114 1.575 76 10 6 2 0
"1307" 65.301 62.441 26.151 1.861 11.853 1.478 0 0.125 0.133 11.563 4.538 4.739 28 4 2 3 78.922
"1308" 55.511 55.853 11.304 1.6 8.973 0 0 12.82 3.429 1.08 11.394 5.253 73 10 6 2 0
"1309" 59.902 48.461 9.187 2.733 14.166 0.31 3.648 2.05 4.966 3.991 3.614 3.796 54 6 2 3 67
"1310" 58.352 41.86 6.936 2.686 13.777 0 1.815 3.925 3.744 0.993 4.552 3.432 23 6 2 4 71.7
"1311" 17.98 11.216 4.78 1.183 4.44 0 0 0 0 0 0.5 0.313 74 10 6 1 0
"1312" 39.27 40.62 8.082 9.435 12.122 0 0 0.21 5.619 0.29 2.694 2.168 78 10 6 2 10
"1313" 50.805 35.868 7.584 1.767 11.43 4.775 0 2.386 1.873 0.914 1.056 4.083 30 6 1 2 0
"1314" 24.873 25.077 5.151 1.426 11.432 2.495 0 1.375 0.266 0.18 0.529 2.223 94 11 8 2 0
"1315" 94.862 69.649 7.62 2.129 22.335 1.495 5.64 9.036 0.815 10.69 5.268 4.621 53 6 2 5 131.964
"1316" 64.46 46.957 11.092 2.3 13.182 0.285 0.25 2.4 1.625 10.104 3.817 1.902 29 4 2 4 69.263
"1317" 50.072 41.881 8.733 6.345 15.005 0 0 0.315 1.965 4.703 1.429 3.386 54 7 2 2 61.55
"1318" 51.07 47.591 7.38 1.954 9.504 0 0 1.655 14.05 6.788 1.562 4.698 68 4 2 2 46.038
"1319" 140.816 83.76 8.55 5.878 21.051 2.621 7.18 5.1 0.693 18.076 6.851 7.76 46 6 2 4 196.231
"1320" 86.213 60.24 10.199 2.569 22.058 2.225 2.35 1.65 0.26 5.69 9.553 3.686 56 4 2 2 106.73
"1321" 60.037 27.753 8.18 2.495 9.458 0 0.474 0.105 0.077 4.075 1.784 1.105 56 7 2 2 86.485
"1322" 64.489 86.044 11.166 6.769 17.903 3.22 0 1.125 1.577 8.688 32.739 2.857 31 2 2 4 72.032
"1323" 39.585 34.68 5.5 2.627 16.97 0 2.69 2.695 0.711 2 0.126 1.361 35 7 10 5 36
"1324" 52.933 59.236 7.96 3.41 18.474 0.88 0 3.77 10.078 4.949 4.092 5.623 43 4 2 2 44.369
"1325" 20.981 253.115 5.6 2.979 2.64 0.658 0 0.065 0.097 236.715 0.969 3.392 60 10 6 1 0
"1326" 41.642 37.249 7.203 6.352 14.695 3.28 1.288 0.71 0.024 0 2.261 1.436 76 10 6 2 0
"1327" 88.352 68.815 9.928 3.127 8.397 0 0 0.485 1.411 22.62 9.929 12.918 36 2 2 2 107.047
"1328" 83.191 37.978 13.458 0.92 5.696 0.32 0 0.165 0.761 6.205 6.827 3.626 30 1 2 1 102.289
"1329" 89.564 120.48 18.501 12.523 26.476 2.61 1.753 27.29 0.692 18.852 7.103 4.68 32 1 2 4 120.724
"1330" 56.991 52.835 15.922 4.841 7.19 0.11 3.043 3.485 1.121 13.604 1.908 1.611 51 7 2 1 63
"1331" 101.487 41.383 4.889 3.014 8.283 3.13 0.632 0 0.78 10.654 4.371 5.63 67 10 6 3 35.386
"1332" 36.44 36.913 0.2 4.297 11.204 0 8.115 4.275 1.394 3.419 1.209 2.8 61 7 2 2 43.55
"1333" 33.412 25.081 0.2 2.868 11.062 1.07 0 0.738 0.029 7.173 0.527 1.414 53 7 2 2 36.73
"1334" 54.661 41.053 6.385 2.615 14.419 0.403 0 6.921 0.224 1.239 3.454 5.393 53 7 2 3 73.074
"1335" 23.372 24.678 7.05 2.317 6.186 0 0 1.98 0.058 0 5.771 1.316 82 11 8 1 0
"1336" 59.121 82.04 18.207 9.878 16.275 0 1.7 6.775 1.385 13.366 6.556 7.898 68 10 6 2 0
"1337" 64.966 66.401 7.687 2.065 12.158 4.595 2.66 7.585 0.351 20.229 5.795 3.276 29 2 2 2 80.578
"1338" 168.993 163.181 18.18 7.031 15.025 0.675 0 6.165 50.181 43.799 15.81 6.315 55 3 2 3 216.115
"1339" 96.074 50.649 6.478 1.137 8.897 0.875 0 0 9.396 12.621 3.897 7.348 29 1 2 2 132.692
"1340" 33.17 27.1 3.83 4.017 10.333 1.81 0.627 0 0.492 0.385 2.676 2.93 75 10 6 2 0
"1341" 65.43 62.366 9 3.581 19.147 0.83 2.925 8.913 0 10.239 4.581 3.15 46 7 3 3 56.373
"1342" 41.061 37.84 19.504 1.432 6.823 0 3.083 1.225 0.103 1.875 1.567 2.228 75 10 6 2 0
"1343" 93.081 48.651 6.577 2.277 12.628 1.82 0 0 8.192 12.285 1.463 3.409 25 1 2 2 113.56
"1344" 70.322 91.835 14.137 6.246 14.364 0 0 4.263 30.378 14.097 3.994 4.356 54 6 2 2 80.91
"1345" 27.872 27.753 0.44 5.303 10.027 7.345 1.198 0 0.115 0 2.095 1.23 77 10 6 2 0
"1346" 31.39 33.451 0.36 6.442 16.167 0 2.505 1.925 0.708 0 0.632 4.712 79 10 6 2 0
"1347" 23.207 11.404 2.22 2.438 5.688 0 0 0 0 0 0.758 0.3 86 10 6 1 0
"1348" 67.38 59.442 5.77 3.25 19.464 0 3.18 3.34 4.237 12.764 5.024 2.413 67 11 8 2 71.35
"1349" 27.246 18.156 6.203 3.305 6.117 0.145 0 0 0 0 1.818 0.568 71 10 6 1 0
"1350" 60.285 67.573 1.6 6.792 31.605 3.355 0 11.284 3.499 1.208 0.47 7.76 32 6 2 5 75.69
"1351" 70.979 39.63 3.21 3.595 20.605 0 4.956 0.915 0.461 0.535 2.864 2.489 88 10 6 4 20
"1352" 21.73 20.781 0.36 5.616 11.839 0 0 0 0 0 1.181 1.785 69 10 6 2 0
"1353" 99.427 315.166 133.589 4.565 21.666 0.985 0 32.725 0.969 39.466 56.769 24.432 30 1 1 4 6.788
"1354" 93.055 76.016 6.94 5.263 22.235 3.87 1.702 3.965 0.737 14.57 12.499 4.235 38 6 2 4 113.495
"1355" 25.396 28.378 5.113 0.906 8.849 0 2.15 0 0.192 2.129 6.006 3.033 81 10 6 1 0
"1356" 113.548 110.12 6.42 5.533 17.793 5.795 8.224 5.09 5.326 46.201 5.946 3.792 46 4 2 3 143.221
"1357" 20.439 15.639 1.846 2.736 4.355 0 1.518 0 0.095 1.5 2.481 1.108 82 10 6 1 0
"1358" 107.469 52.074 13.193 4.337 9.272 6.35 0 3.258 2.471 1.031 4.749 7.413 51 6 1 2 29.39
"1359" 74.116 37.785 10.906 3.34 9.979 1.245 0 1.843 0.336 7.12 2.013 1.003 23 1 2 2 80.578
"1360" 63.952 41.401 8.252 1.763 14.692 0 3.965 0 0.115 3.518 2.287 6.809 43 7 2 4 59.15
"1361" 35.457 143.456 8.435 4.65 37.697 28.16 0 5.625 19.979 5.457 15.408 18.045 73 10 6 2 0
"1362" 59.668 59.202 6.36 3.662 10.175 7.35 3.86 10.572 1.638 6.506 6.269 2.81 52 6 1 2 34.231
"1363" 71.344 95.767 6.382 0.805 7.573 7.825 2.248 0.77 0.91 45.091 17.74 6.423 27 1 2 4 120.263
"1364" 104.492 51.727 11.113 5.308 17.12 0.29 8.45 2.39 1.567 1.434 2.08 1.975 34 1 1 4 0
"1365" 61.48 64.177 8.59 4.633 31.574 0.66 1.71 2.975 2.068 0 5.656 6.311 37 6 2 5 73.55
"1366" 59.913 77.715 6.433 5.065 25.907 0 0 20.595 0.1 7.583 3.316 8.716 56 7 2 3 63.557
"1367" 39.425 62.7 6.274 2.891 15.353 0.16 2.622 1.7 17.961 11.804 0.592 3.343 21 6 2 4 37.351
